,Tract,Permit Type,Permit Sub-Type,Issue Date,# of Residential Dwelling Units,AFFD,Zone,Census Tract,Latitude,Longitude,geometry
12002,D. W. ELDRED'S SUBDIVISION OF PART OF BLK. 25 HIGHLAND PARK TRACT,Bldg-New,1 or 2 Family Dwelling,2018-08-31,1,NOAH,R1-1,1851.0,34.10836,-118.20874,POINT (-118.20874 34.10836)
12005,TR 9795,Bldg-New,1 or 2 Family Dwelling,2017-02-23,1,NOAH,R1-1-RIO,1434.0,34.15114,-118.42128,POINT (-118.42128 34.15114)
12009,TR 60110_REC-C,Bldg-New,1 or 2 Family Dwelling,2017-02-16,1,NOAH,C2(PV),2756.02,33.97687,-118.41322,POINT (-118.41322 33.97687)
12012,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2022-07-07,1,NOAH,[T]RE-1,1082.02,34.28865,-118.57259,POINT (-118.57259 34.28865)
12014,TR 72726-SL,Bldg-New,1 or 2 Family Dwelling,2017-05-12,1,NOAH,(T)(Q)RD6-1,1174.04,34.22309,-118.48368,POINT (-118.48368 34.22309)
12015,TR 5947,Bldg-New,1 or 2 Family Dwelling,2016-03-16,1,NOAH,(T)R1-1,1329.0,34.18082,-118.52811,POINT (-118.52811 34.18082)
12016,TR 5069,Bldg-Addition,1 or 2 Family Dwelling,2017-07-20,1,NOAH,R2-1-O,2172.0,34.04988,-118.34605,POINT (-118.34605 34.04988)
12017,TR 13112,Bldg-New,1 or 2 Family Dwelling,2017-04-25,1,NOAH,RA-1,2623.03,34.07038,-118.48331,POINT (-118.48331 34.07038)
12019,"PECK'S RESUBDIVISION OF LOTS 10, 11, 12, 13, 14, 15, 16, 17 AND 18 OF BLOCK 6 OF",Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-10-05,1,NOAH,RD2-1XL,2966.0,33.73525,-118.29129,POINT (-118.29129 33.73525)
12020,TR 19272,Bldg-New,1 or 2 Family Dwelling,2017-04-06,1,NOAH,A1-1,1132.32,34.2271,-118.62471,POINT (-118.62471 34.2271)
12025,TR 569,Bldg-New,1 or 2 Family Dwelling,2016-10-27,1,NOAH,RD1.5-1-O,2182.2,34.04573,-118.34024,POINT (-118.34024 34.04573)
12027,TR 50508,Bldg-New,1 or 2 Family Dwelling,2017-06-12,1,NOAH,[T]RE-1,1082.02,34.29213,-118.57822,POINT (-118.57822 34.29213)
12034,TR 5006,Bldg-Addition,1 or 2 Family Dwelling,2017-06-07,1,NOAH,R1-1-RIO,1883.0,34.11922,-118.26374,POINT (-118.26374 34.11922)
12036,TR 52866-01,Bldg-New,1 or 2 Family Dwelling,2016-11-29,1,NOAH,[T]RE11-1-H,1132.31,34.22115,-118.64877,POINT (-118.64877 34.22115)
12037,TR 7884,Bldg-New,1 or 2 Family Dwelling,2019-02-05,1,NOAH,RA-1,1393.01,34.1786,-118.55912,POINT (-118.55912 34.1786)
12038,TR 4141,Bldg-New,1 or 2 Family Dwelling,2016-12-20,1,NOAH,RD2-1VL,1959.02,34.08369,-118.28101,POINT (-118.28101 34.08369)
12039,TR 17417,Bldg-New,1 or 2 Family Dwelling,2017-10-12,1,NOAH,RA-1,1394.02,34.16652,-118.5499,POINT (-118.5499 34.16652)
12043,TR 8978,Bldg-New,1 or 2 Family Dwelling,2022-07-08,1,NOAH,RE11-1,2628.02,34.04372,-118.50827,POINT (-118.50827 34.04372)
12045,TR 5947,Bldg-New,1 or 2 Family Dwelling,2017-11-16,1,NOAH,(T)RS-1-RIO,1329.0,34.18195,-118.52681,POINT (-118.52681 34.18195)
12046,TR 4954,Bldg-New,1 or 2 Family Dwelling,2016-02-09,1,NOAH,R1-1,1412.02,34.14767,-118.43711,POINT (-118.43711 34.14767)
12048,,Bldg-New,1 or 2 Family Dwelling,2018-06-14,1,NOAH,RE15-1-H,1437.0,34.12076,-118.34264,POINT (-118.34264 34.12076)
12050,TR 16354,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-03-29,1,NOAH,R1-1-RIO,1348.0,34.19657,-118.56596,POINT (-118.56596 34.19657)
12052,TR 13745,Bldg-New,1 or 2 Family Dwelling,2018-09-07,1,NOAH,R1-1,2654.2,34.06633,-118.45733,POINT (-118.45733 34.06633)
12055,THE MC CARTHY COMPANY'S FLORENCE AVENUE HEIGHTS THE S. R. MC CREERY PLACE,Bldg-New,1 or 2 Family Dwelling,2018-07-03,1,NOAH,RD2-1,2377.1,33.9725,-118.29067,POINT (-118.29067 33.9725)
12057,TR 4353,Bldg-New,1 or 2 Family Dwelling,2016-07-13,1,NOAH,R1-1,1945.0,34.07695,-118.3712,POINT (-118.3712 34.07695)
12067,WESTERN EMPIRE TRACT,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-05-09,1,NOAH,R1-1-RFA,1013.0,34.25128,-118.27633,POINT (-118.27633 34.25128)
12071,URMSTON TRACT,Bldg-New,1 or 2 Family Dwelling,2017-04-11,1,NOAH,RD2-1-O,2217.1,34.03423,-118.28592,POINT (-118.28592 34.03423)
12075,TR 50509-01,Bldg-New,1 or 2 Family Dwelling,2022-07-07,1,NOAH,[T]RE-1,1082.02,34.28903,-118.57258,POINT (-118.57258 34.28903)
12076,TR 1624,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-03-23,1,NOAH,R1-1,2118.04,34.06655,-118.30643,POINT (-118.30643 34.06655)
12082,TR 50508,Bldg-New,1 or 2 Family Dwelling,2018-08-09,1,NOAH,[T]RE-1,1082.02,34.29181,-118.58141,POINT (-118.58141 34.29181)
12085,ELA HILLS TRACT,Bldg-New,1 or 2 Family Dwelling,2016-03-01,1,NOAH,[Q]R1-1D,1991.1,34.08156,-118.19986,POINT (-118.19986 34.08156)
12087,TR 4141,Bldg-New,1 or 2 Family Dwelling,2016-12-20,1,NOAH,RD2-1VL,1959.02,34.08369,-118.28101,POINT (-118.28101 34.08369)
12091,TR 8133,Bldg-New,1 or 2 Family Dwelling,2017-10-19,1,NOAH,RE15-1,2623.02,34.06662,-118.47613,POINT (-118.47613 34.06662)
12093,TR 9247,Bldg-New,1 or 2 Family Dwelling,2016-06-30,1,NOAH,R1-1,2628.02,34.03553,-118.50927,POINT (-118.50927 34.03553)
12094,TR 15105,Bldg-New,1 or 2 Family Dwelling,2017-09-08,1,NOAH,(T)(Q)RAS3-1VL,1235.2,34.18683,-118.41836,POINT (-118.41836 34.18683)
12099,TR 5049,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-02-08,1,NOAH,R1-1,2110.0,34.06827,-118.34096,POINT (-118.34096 34.06827)
12102,TR 6478,Bldg-New,1 or 2 Family Dwelling,2018-03-09,1,NOAH,R1-1,2408.0,33.94171,-118.26018,POINT (-118.26018 33.94171)
12105,TR 71704,Bldg-New,1 or 2 Family Dwelling,2016-02-24,1,NOAH,[Q]CM-1VL,1955.0,34.08848,-118.25995,POINT (-118.25995 34.08848)
12107,TR 14298,Bldg-New,1 or 2 Family Dwelling,2018-04-19,1,NOAH,RE9-1,1414.0,34.16378,-118.48166,POINT (-118.48166 34.16378)
12108,TR 3631,Bldg-New,1 or 2 Family Dwelling,2017-03-15,1,NOAH,[Q]C2-1VL-CDO,1862.01,34.12238,-118.22204,POINT (-118.22204 34.12238)
12109,TR 9300,Bldg-New,1 or 2 Family Dwelling,2016-08-10,1,NOAH,R1-1,2625.01,34.04982,-118.51867,POINT (-118.51867 34.04982)
12124,GOLDEN BAY TRACT,Bldg-New,1 or 2 Family Dwelling,2017-07-11,1,NOAH,RD1.5-1,2734.02,33.9957,-118.48011,POINT (-118.48011 33.9957)
12126,TR 9300,Bldg-New,1 or 2 Family Dwelling,2017-04-06,1,NOAH,R1-1,2625.01,34.04754,-118.52105,POINT (-118.52105 34.04754)
12127,TR 3631,Bldg-New,Commercial,2016-09-29,1,NOAH,[Q]C2-1VL-CDO,1862.01,34.12296,-118.22228,POINT (-118.22228 34.12296)
12128,TR 60461,Bldg-New,1 or 2 Family Dwelling,2016-02-19,1,NOAH,(T)(Q)RS-1-RFA,1031.01,34.27168,-118.31429,POINT (-118.31429 34.27168)
12132,TR 6377,Bldg-New,1 or 2 Family Dwelling,2018-02-20,1,NOAH,RD1.5-1,2199.02,34.03386,-118.3673,POINT (-118.3673 34.03386)
12137,GOODFELLOW'S TRACT,Bldg-Addition,1 or 2 Family Dwelling,2016-10-24,1,NOAH,[Q]C2-1,2402.0,33.9592,-118.2764,POINT (-118.2764 33.9592)
12138,TR 3555,Bldg-New,1 or 2 Family Dwelling,2016-01-26,1,NOAH,[Q]R3-1VL,2933.06,33.78667,-118.30487,POINT (-118.30487 33.78667)
12141,NAVARRO TRACT,Bldg-New,1 or 2 Family Dwelling,2017-03-17,1,NOAH,R2-1,2015.01,34.08511,-118.1671,POINT (-118.1671 34.08511)
12144,TR 6170,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-05-15,1,NOAH,R1-1,1380.0,34.15467,-118.59853,POINT (-118.59853 34.15467)
12145,TR 19229,Bldg-New,1 or 2 Family Dwelling,2017-03-10,1,NOAH,RE15-1-H,1943.0,34.10146,-118.38625,POINT (-118.38625 34.10146)
12147,TR 6139,Bldg-New,1 or 2 Family Dwelling,2017-08-01,1,NOAH,R1-1,2717.01,34.02702,-118.42158,POINT (-118.42158 34.02702)
12154,TR 72373,Bldg-New,1 or 2 Family Dwelling,2017-12-01,1,NOAH,(T)(Q)R1-1,1132.32,34.22509,-118.62348,POINT (-118.62348 34.22509)
12157,TR 2955,Bldg-New,1 or 2 Family Dwelling,2017-11-28,1,NOAH,R1-1,1414.0,34.16273,-118.47479,POINT (-118.47479 34.16273)
12158,TR 16455,Bldg-New,1 or 2 Family Dwelling,2018-06-14,1,NOAH,RE20-1-H,2611.02,34.09576,-118.42829,POINT (-118.42829 34.09576)
12159,TRACT NUMBER ONE,Bldg-New,1 or 2 Family Dwelling,2017-05-11,1,NOAH,R3-1,2115.0,34.07362,-118.31048,POINT (-118.31048 34.07362)
12166,TR 6143,Bldg-New,1 or 2 Family Dwelling,2017-04-11,1,NOAH,R1-1,1920.02,34.08108,-118.35123,POINT (-118.35123 34.08108)
12173,TR 50508,Bldg-New,1 or 2 Family Dwelling,2016-07-27,1,NOAH,[T]RE-1,1082.02,34.29119,-118.57878,POINT (-118.57878 34.29119)
12175,TR 4353,Bldg-New,1 or 2 Family Dwelling,2016-07-29,1,NOAH,R1-1,1945.0,34.07918,-118.37016,POINT (-118.37016 34.07918)
12178,TR 6024,Bldg-Alter/Repair,Apartment,2016-02-23,1,NOAH,RD1.5-1,1232.04,34.19672,-118.39526,POINT (-118.39526 34.19672)
12179,SUBDIVISION OF PECK'S ADDITION TO PALOS VERDES TRACT,Bldg-Addition,1 or 2 Family Dwelling,2017-05-18,1,NOAH,R2-1XL,2965.0,33.7459,-118.28867,POINT (-118.28867 33.7459)
12180,P M 893,Bldg-New,1 or 2 Family Dwelling,2019-01-04,1,NOAH,R1-1,1064.03,34.30633,-118.43787,POINT (-118.43787 34.30633)
12186,TR 27024,Bldg-Addition,1 or 2 Family Dwelling,2016-09-30,1,NOAH,R1-1,1061.14,34.30401,-118.43065,POINT (-118.43065 34.30401)
12193,WALGROVE TRACT,Bldg-New,1 or 2 Family Dwelling,2018-03-27,1,NOAH,R1V2,2737.0,33.99733,-118.44885,POINT (-118.44885 33.99733)
12194,TR 1875,Bldg-New,1 or 2 Family Dwelling,2017-05-23,1,NOAH,(T)R1-1-RIO,1310.2,34.19345,-118.54123,POINT (-118.54123 34.19345)
12195,PRIESTER TRACT,Bldg-Alter/Repair,Apartment,2016-08-31,1,NOAH,R3-1XL,1912.03,34.09355,-118.29268,POINT (-118.29268 34.09355)
12198,TR 8420,Bldg-New,1 or 2 Family Dwelling,2017-12-14,1,NOAH,RE40-1,2621.0,34.08118,-118.42807,POINT (-118.42807 34.08118)
12199,TR 10731,Bldg-New,1 or 2 Family Dwelling,2019-03-20,1,NOAH,RE40-1-H,1417.0,34.13976,-118.43874,POINT (-118.43874 34.13976)
12201,TR 73569,Bldg-New,1 or 2 Family Dwelling,2017-03-17,1,NOAH,RA-1,1172.02,34.23935,-118.47515,POINT (-118.47515 34.23935)
12202,TR 6143,Bldg-New,1 or 2 Family Dwelling,2016-11-15,1,NOAH,R1-1,1920.01,34.08207,-118.34756,POINT (-118.34756 34.08207)
12203,TR 6800,Bldg-New,1 or 2 Family Dwelling,2016-09-26,1,NOAH,R1-1-O,2170.01,34.05332,-118.3857,POINT (-118.3857 34.05332)
12205,TR 61197,Bldg-New,1 or 2 Family Dwelling,2016-01-04,1,NOAH,R1-1,1831.04,34.12262,-118.17401,POINT (-118.17401 34.12262)
12216,TR 11569,Bldg-Alter/Repair,Apartment,2018-06-13,1,NOAH,R3-1,2761.0,33.97302,-118.37372,POINT (-118.37372 33.97302)
12221,TR 1200,Bldg-Addition,1 or 2 Family Dwelling,2017-05-16,1,NOAH,[Q]RD1.5-1,1278.06,34.18778,-118.45582,POINT (-118.45582 34.18778)
12224,BEL-AIR,Bldg-New,1 or 2 Family Dwelling,2018-07-30,1,NOAH,RE20-1-H,2621.0,34.09167,-118.44254,POINT (-118.44254 34.09167)
12226,TR 7555,Bldg-New,1 or 2 Family Dwelling,2016-12-08,1,NOAH,R3-1-O,2148.0,34.07192,-118.3736,POINT (-118.3736 34.07192)
12229,BERKELEY TRACT,Bldg-New,1 or 2 Family Dwelling,2016-06-28,1,NOAH,R2-1VL,1955.0,34.08614,-118.26281,POINT (-118.26281 34.08614)
12235,TR 2867,Bldg-New,1 or 2 Family Dwelling,2017-07-14,1,NOAH,R1-1,1279.1,34.19841,-118.44449,POINT (-118.44449 34.19841)
12237,TR 52866-01,Bldg-New,1 or 2 Family Dwelling,2016-06-28,1,NOAH,[T]RE11-1-H,1132.31,34.22129,-118.64727,POINT (-118.64727 34.22129)
12240,TR 63777,Bldg-New,1 or 2 Family Dwelling,2016-12-05,1,NOAH,[Q]R3-1,1255.02,34.15441,-118.36679,POINT (-118.36679 34.15441)
12243,TR 17117,Bldg-New,1 or 2 Family Dwelling,2016-05-18,1,NOAH,R1-1,2625.01,34.05398,-118.5245,POINT (-118.5245 34.05398)
12247,TR 73334,Bldg-New,1 or 2 Family Dwelling,2017-01-17,1,NOAH,RA-1,1316.0,34.20851,-118.55195,POINT (-118.55195 34.20851)
12248,TR 15167,Bldg-New,1 or 2 Family Dwelling,2018-06-19,1,NOAH,R1V2,2764.0,33.97277,-118.41209,POINT (-118.41209 33.97277)
12250,TR 16270,Bldg-New,1 or 2 Family Dwelling,2016-10-12,1,NOAH,R1-1-RIO,1325.01,34.19816,-118.55332,POINT (-118.55332 34.19816)
12252,TR 9300,Bldg-New,1 or 2 Family Dwelling,2018-06-29,1,NOAH,R1V1,2625.01,34.04389,-118.52024,POINT (-118.52024 34.04389)
12254,TR 6753,Bldg-New,1 or 2 Family Dwelling,2018-02-21,1,NOAH,RE20-1,2627.06,34.03036,-118.52078,POINT (-118.52078 34.03036)
12255,TR 9300,Bldg-New,1 or 2 Family Dwelling,2016-10-28,1,NOAH,R1-1,2625.01,34.04908,-118.52375,POINT (-118.52375 34.04908)
12257,TR 72373,Bldg-New,1 or 2 Family Dwelling,2017-12-01,1,NOAH,(T)(Q)R1-1,1132.32,34.22603,-118.6238,POINT (-118.6238 34.22603)
12260,TR 5822,Bldg-New,1 or 2 Family Dwelling,2018-07-11,1,NOAH,RE11-1,1413.02,34.14627,-118.45995,POINT (-118.45995 34.14627)
12261,TR 12139,Bldg-New,1 or 2 Family Dwelling,2017-05-04,1,NOAH,(T)RD2-1,1193.42,34.24159,-118.44484,POINT (-118.44484 34.24159)
12267,TR 7974,Bldg-New,1 or 2 Family Dwelling,2016-01-14,1,NOAH,R1-1,1240.0,34.15863,-118.40203,POINT (-118.40203 34.15863)
12279,TR 1000,Bldg-New,1 or 2 Family Dwelling,2018-06-25,1,NOAH,(T)(Q)R3-1,1341.03,34.21987,-118.58192,POINT (-118.58192 34.21987)
12284,TR 9070,Bldg-New,1 or 2 Family Dwelling,2018-02-06,1,NOAH,R1-1,2652.01,34.06554,-118.43572,POINT (-118.43572 34.06554)
12285,ENTWISTLE TRACT,Bldg-Addition,1 or 2 Family Dwelling,2016-06-21,1,NOAH,R2-1,2286.0,34.00559,-118.26401,POINT (-118.26401 34.00559)
12286,TR 5643,Bldg-New,1 or 2 Family Dwelling,2016-05-16,1,NOAH,[Q]R1-1D,2011.2,34.09718,-118.16349,POINT (-118.16349 34.09718)
12296,GEORGE W. PALMER'S TRACT,Bldg-New,1 or 2 Family Dwelling,2016-01-22,1,NOAH,R3-1VL,1956.0,34.08174,-118.26975,POINT (-118.26975 34.08174)
12298,TR 3631,Bldg-New,1 or 2 Family Dwelling,2016-09-29,1,NOAH,[Q]C2-1VL-CDO,1862.01,34.12278,-118.22205,POINT (-118.22205 34.12278)
12299,TR 11006,Bldg-New,1 or 2 Family Dwelling,2016-09-09,1,NOAH,RE11-1,1943.0,34.09358,-118.39118,POINT (-118.39118 34.09358)
12300,TR 11846,Bldg-New,1 or 2 Family Dwelling,2016-05-27,1,NOAH,R1-1-RFA-RIO,1433.0,34.15353,-118.38904,POINT (-118.38904 34.15353)
12301,BOWENS MAIN MONETA AND FIGUEROA TRACT,Bldg-Addition,1 or 2 Family Dwelling,2018-01-09,1,NOAH,R2-1,2412.02,33.93378,-118.2818,POINT (-118.2818 33.93378)
12303,TR 11665,Bldg-New,1 or 2 Family Dwelling,2018-11-14,1,NOAH,RE15-1-H,1941.02,34.11199,-118.36099,POINT (-118.36099 34.11199)
12307,TR 72726-SL,Bldg-New,1 or 2 Family Dwelling,2017-05-12,1,NOAH,(T)(Q)RD6-1,1174.04,34.2233,-118.48335,POINT (-118.48335 34.2233)
12310,TR 25195,Bldg-New,1 or 2 Family Dwelling,2017-04-07,1,NOAH,RE15-1-H,2611.02,34.09463,-118.41786,POINT (-118.41786 34.09463)
12315,TR 9340,Bldg-New,1 or 2 Family Dwelling,2017-08-30,1,NOAH,R1-1-RIO,1431.0,34.14937,-118.35757,POINT (-118.35757 34.14937)
12322,TR 12367,Bldg-New,1 or 2 Family Dwelling,2018-07-03,1,NOAH,R1V2,2714.0,34.01325,-118.44337,POINT (-118.44337 34.01325)
12327,TR 8183,Bldg-New,1 or 2 Family Dwelling,2016-07-29,1,NOAH,R1-1,1942.0,34.09796,-118.37887,POINT (-118.37887 34.09796)
12328,TR 573,Bldg-New,1 or 2 Family Dwelling,2019-04-02,1,NOAH,R1-1XL-O,2945.2,33.78543,-118.26626,POINT (-118.26626 33.78543)
12336,TR 73334,Bldg-New,1 or 2 Family Dwelling,2017-01-17,1,NOAH,RA-1,1316.0,34.20915,-118.55137,POINT (-118.55137 34.20915)
12338,P M 2015-3392,Bldg-New,1 or 2 Family Dwelling,2017-09-05,1,NOAH,R1-1-RIO,1289.1,34.16382,-118.46164,POINT (-118.46164 34.16382)
12341,P M 2004-4200,Bldg-New,1 or 2 Family Dwelling,2017-07-17,1,NOAH,RS-1,1220.0,34.21211,-118.4172,POINT (-118.4172 34.21211)
12344,TR 5933,Bldg-New,1 or 2 Family Dwelling,2017-02-09,1,NOAH,[Q]RD1.5-1XL-O,2944.1,33.79397,-118.28976,POINT (-118.28976 33.79397)
12350,TR 4608,Bldg-New,1 or 2 Family Dwelling,2017-06-12,1,NOAH,R2-1XL,1919.02,34.08578,-118.34073,POINT (-118.34073 34.08578)
12354,TR 14198,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-04-07,1,NOAH,R1-1,1238.0,34.17353,-118.401,POINT (-118.401 34.17353)
12358,TR 12780,Bldg-New,1 or 2 Family Dwelling,2017-07-12,1,NOAH,R1-1-O,2695.0,34.04169,-118.39296,POINT (-118.39296 34.04169)
12359,TR 8193,Bldg-New,1 or 2 Family Dwelling,2017-04-03,1,NOAH,R1-1,2703.0,34.04314,-118.3716,POINT (-118.3716 34.04314)
12363,TR 2195,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-05-16,1,NOAH,R1-1,2340.0,34.00943,-118.32055,POINT (-118.32055 34.00943)
12365,TR 7803,Bldg-New,1 or 2 Family Dwelling,2016-02-24,1,NOAH,R1-1,2655.1,34.05592,-118.44005,POINT (-118.44005 34.05592)
12372,TR 5281,Bldg-New,1 or 2 Family Dwelling,2017-01-09,1,NOAH,RD1.5-1,2183.0,34.04222,-118.35946,POINT (-118.35946 34.04222)
12374,TR 5377,Bldg-New,1 or 2 Family Dwelling,2016-12-23,1,NOAH,R2-1XL,1920.02,34.0865,-118.35415,POINT (-118.35415 34.0865)
12376,TR 15167,Bldg-New,1 or 2 Family Dwelling,2017-03-10,1,NOAH,R1-1,2764.0,33.97326,-118.4085,POINT (-118.4085 33.97326)
12382,TR 9845,Bldg-New,1 or 2 Family Dwelling,2016-11-02,1,NOAH,R1-1-RFA-RIO,1436.02,34.14376,-118.38019,POINT (-118.38019 34.14376)
12384,TR 1875,Bldg-New,1 or 2 Family Dwelling,2017-05-23,1,NOAH,(T)R1-1-RIO,1310.2,34.19358,-118.54156,POINT (-118.54156 34.19358)
12386,TR 15105,Bldg-New,1 or 2 Family Dwelling,2017-09-08,1,NOAH,(T)(Q)RAS3-1VL,1235.2,34.18683,-118.41836,POINT (-118.41836 34.18683)
12387,HARTSOOK TRACT,Bldg-New,1 or 2 Family Dwelling,2016-10-31,1,NOAH,R4-1VL,1254.01,34.16115,-118.37152,POINT (-118.37152 34.16115)
12388,TR 9300,Bldg-New,1 or 2 Family Dwelling,2022-07-11,1,NOAH,R1V1,2625.01,34.04465,-118.52041,POINT (-118.52041 34.04465)
12390,TR 17900,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-04-11,1,NOAH,R1-1,1210.2,34.21385,-118.40546,POINT (-118.40546 34.21385)
12392,CHATSWORTH PARK,Bldg-New,1 or 2 Family Dwelling,2016-12-05,1,NOAH,A1-1,1132.37,34.23556,-118.60629,POINT (-118.60629 34.23556)
12395,TR 17191,Bldg-New,1 or 2 Family Dwelling,2017-02-15,1,NOAH,RE15-1-H,2623.03,34.07541,-118.49278,POINT (-118.49278 34.07541)
12396,TR 8826,Bldg-Addition,1 or 2 Family Dwelling,2017-03-14,1,NOAH,R1-1,1064.03,34.30418,-118.43918,POINT (-118.43918 34.30418)
12397,TR 8735,Bldg-Addition,1 or 2 Family Dwelling,2017-05-26,1,NOAH,R1-1,2170.01,34.05035,-118.38942,POINT (-118.38942 34.05035)
12401,NAVARRO TRACT,Bldg-Addition,1 or 2 Family Dwelling,2017-01-12,1,NOAH,R1-1,2015.01,34.08632,-118.16689,POINT (-118.16689 34.08632)
12402,P M 2013-3869,Bldg-New,1 or 2 Family Dwelling,2016-09-26,1,NOAH,R1-1,1230.2,34.20775,-118.36472,POINT (-118.36472 34.20775)
12404,TR 72726-SL,Bldg-New,1 or 2 Family Dwelling,2017-07-07,1,NOAH,(T)(Q)RD6-1,1174.04,34.22372,-118.48225,POINT (-118.48225 34.22372)
12407,TR 8498,Bldg-New,1 or 2 Family Dwelling,2017-03-02,1,NOAH,R1-1,2141.0,34.07532,-118.33985,POINT (-118.33985 34.07532)
12413,TR 9300,Bldg-New,1 or 2 Family Dwelling,2016-02-02,1,NOAH,R1-1,2627.06,34.04621,-118.5296,POINT (-118.5296 34.04621)
12416,WILSHIRE HARVARD HEIGHTS,Bldg-Alter/Repair,Apartment,2017-05-02,1,NOAH,R4-2,2124.2,34.05568,-118.30102,POINT (-118.30102 34.05568)
12418,P M 5200,Bldg-New,1 or 2 Family Dwelling,2016-03-01,1,NOAH,R1-1,2719.02,34.00565,-118.43362,POINT (-118.43362 34.00565)
12420,TR 7555,Bldg-New,1 or 2 Family Dwelling,2016-10-31,1,NOAH,R2-1-O,2146.0,34.07028,-118.36561,POINT (-118.36561 34.07028)
12421,TR 2135,Bldg-Alter/Repair,1 or 2 Family Dwelling,2016-05-20,1,NOAH,RD1.5-1XL,1908.02,34.09624,-118.33246,POINT (-118.33246 34.09624)
12422,LANKERSHIM RANCH LAND AND WATER CO.,Bldg-Alter/Repair,Apartment,2017-02-23,1,NOAH,[Q]R3-1VL,1253.2,34.16584,-118.36653,POINT (-118.36653 34.16584)
12424,TR 3064,Bldg-Alter/Repair,Apartment,2018-02-14,1,NOAH,C2-1VL,2411.2,33.94124,-118.27795,POINT (-118.27795 33.94124)
12433,TR 1723,Bldg-Addition,1 or 2 Family Dwelling,2017-07-07,1,NOAH,RD3-1-RIO,1871.01,34.1186,-118.25519,POINT (-118.25519 34.1186)
12435,TR 5933,Bldg-New,1 or 2 Family Dwelling,2017-02-09,1,NOAH,[Q]RD1.5-1XL-O,2944.1,33.79397,-118.28976,POINT (-118.28976 33.79397)
12436,TR 7852,Bldg-New,1 or 2 Family Dwelling,2016-12-30,1,NOAH,R1-1,1286.01,34.17802,-118.43548,POINT (-118.43548 34.17802)
12439,MT. HOLLYWOOD GRAND VIEW TRACT NO. 2,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-06-06,1,NOAH,R2-1XL,1891.01,34.10345,-118.28578,POINT (-118.28578 34.10345)
12442,TR 15481,Bldg-New,1 or 2 Family Dwelling,2016-10-24,1,NOAH,RD3-1,1204.0,34.2221,-118.43649,POINT (-118.43649 34.2221)
12444,TR 9275,Bldg-New,1 or 2 Family Dwelling,2016-11-29,1,NOAH,R1-1-RIO,1412.01,34.15173,-118.44118,POINT (-118.44118 34.15173)
12445,TR 10210,Bldg-New,1 or 2 Family Dwelling,2016-06-16,1,NOAH,R2-1VL,1243.0,34.17343,-118.36472,POINT (-118.36472 34.17343)
12451,TR 7983,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-06-22,1,NOAH,R1V2,2721.0,34.00238,-118.44662,POINT (-118.44662 34.00238)
12454,TR 5473,Bldg-New,1 or 2 Family Dwelling,2017-10-02,1,NOAH,RD1.5-1VL,1255.01,34.16357,-118.36393,POINT (-118.36393 34.16357)
12462,TR 7167,Bldg-Alter/Repair,1 or 2 Family Dwelling,2017-04-12,1,NOAH,R1-1-RIO,1276.05,34.18935,-118.48166,POINT (-118.48166 34.18935)
12468,TR 12728,Bldg-New,1 or 2 Family Dwelling,2017-08-25,1,NOAH,RE9-1,1286.02,34.17056,-118.43328,POINT (-118.43328 34.17056)
12471,COUNTRY CLUB PARK,Bldg-New,1 or 2 Family Dwelling,2016-07-25,1,NOAH,R3-1,2126.2,34.05631,-118.3141,POINT (-118.3141 34.05631)
12473,TR 3631,Bldg-New,1 or 2 Family Dwelling,2016-09-29,1,NOAH,[Q]C2-1VL-CDO,1862.01,34.12254,-118.22242,POINT (-118.22242 34.12254)
12475,TR 9226,Bldg-New,1 or 2 Family Dwelling,2018-08-03,1,NOAH,RE11-1,2654.1,34.07116,-118.46711,POINT (-118.46711 34.07116)
12477,TR 1740,Bldg-New,1 or 2 Family Dwelling,2017-07-06,1,NOAH,RD1.5-1-O,2172.0,34.04676,-118.34815,POINT (-118.34815 34.04676)
12478,MARTEL TRACT,Bldg-New,1 or 2 Family Dwelling,2016-01-15,1,NOAH,R3-1,1899.02,34.09545,-118.34973,POINT (-118.34973 34.09545)
12479,TR 1200,Bldg-Addition,1 or 2 Family Dwelling,2017-03-30,1,NOAH,R1-1-HPOZ,1278.05,34.19239,-118.45074,POINT (-118.45074 34.19239)
12482,TR 12139,Bldg-New,1 or 2 Family Dwelling,2017-05-04,1,NOAH,(T)RD2-1,1193.42,34.24159,-118.44484,POINT (-118.44484 34.24159)
12484,LEWIS TRACT NO. 2,Bldg-New,1 or 2 Family Dwelling,2016-07-11,1,NOAH,R1-1,1832.2,34.12272,-118.1952,POINT (-118.1952 34.12272)
